"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42767","Create API request for ""Create Unit""","API tests","Wed Nov 06 12:44:32 GMT 2024","passed","Wed Nov 06 12:45:15 GMT 2024","","","",""
