"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14699","Create API request for ""Create Unit""","API tests","Wed Oct 30 17:50:28 GMT 2024","passed","Wed Oct 30 17:50:42 GMT 2024","","","",""
