"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17056","Create API request for ""Create Unit""","API tests","Thu Oct 31 12:54:30 GMT 2024","passed","Thu Oct 31 12:54:47 GMT 2024","","","",""
