"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13362","Create API request for ""Create Unit""","API tests","Thu Oct 31 16:13:38 GMT 2024","passed","Thu Oct 31 16:13:52 GMT 2024","","","",""
